STATUS | wrapper  | 2015/09/10 10:41:12 | --> Wrapper Started as Console
INFO   | jvm 1    | 2015/09/30 21:48:08 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2015/09/30 21:48:08 |           The file is located on the path at the following location but
INFO   | jvm 1    | 2015/09/30 21:48:08 |           could not be loaded:
INFO   | jvm 1    | 2015/09/30 21:48:08 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 1    | 2015/09/30 21:48:08 |           Please verify that the file is readable by the current user
INFO   | jvm 1    | 2015/09/30 21:48:08 |           and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2015/09/30 21:48:08 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2015/09/30 21:48:08 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2015/09/30 21:48:08 |           This is a 64-bit JVM.
INFO   | jvm 1    | 2015/09/30 21:48:08 |           Reported cause:
INFO   | jvm 1    | 2015/09/30 21:48:08 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2015/09/30 21:48:08 |           System signals will not be handled correctly.
INFO   | jvm 1    | 2015/09/30 21:48:08 | 
INFO   | jvm 1    | 2015/09/30 21:48:10 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 1    | 2015/09/30 21:48:11 | Web Console server running at http://192.168.154.1:8082 (only local connections)
STATUS | wrapper  | 2015/10/05 02:55:44 | Machine is shutting down.
INFO   | jvm 1    | 2015/10/05 02:55:51 | Wrapper Manager: Unable to unregister shutdown hook: java.lang.IllegalStateException: Shutdown in progress
STATUS | wrapper  | 2015/10/05 02:55:59 | <-- Wrapper Stopped
STATUS | wrapper  | 2015/10/05 09:20:21 | --> Wrapper Started as Service
STATUS | wrapper  | 2015/10/05 09:20:21 | Launching a JVM...
ERROR  | wrapper  | 2015/10/05 09:20:52 | Startup failed: Timed out waiting for a signal from the JVM.
ERROR  | wrapper  | 2015/10/05 09:20:53 | JVM did not exit on request, terminated
STATUS | wrapper  | 2015/10/05 09:20:58 | Launching a JVM...
ERROR  | wrapper  | 2015/10/05 09:21:29 | Startup failed: Timed out waiting for a signal from the JVM.
ERROR  | wrapper  | 2015/10/05 09:21:29 | JVM did not exit on request, terminated
STATUS | wrapper  | 2015/10/05 09:21:33 | Launching a JVM...
INFO   | jvm 3    | 2015/10/05 09:21:35 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 3    | 2015/10/05 09:21:35 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 3    | 2015/10/05 09:21:35 | 
INFO   | jvm 3    | 2015/10/05 09:21:35 | 
INFO   | jvm 3    | 2015/10/05 09:21:35 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 3    | 2015/10/05 09:21:35 |           The file is located on the path at the following location but
INFO   | jvm 3    | 2015/10/05 09:21:35 |           could not be loaded:
INFO   | jvm 3    | 2015/10/05 09:21:35 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 3    | 2015/10/05 09:21:35 |           Please verify that the file is readable by the current user
INFO   | jvm 3    | 2015/10/05 09:21:35 |           and that the file has not been corrupted in any way.
INFO   | jvm 3    | 2015/10/05 09:21:35 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 3    | 2015/10/05 09:21:35 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 3    | 2015/10/05 09:21:35 |           This is a 64-bit JVM.
INFO   | jvm 3    | 2015/10/05 09:21:35 |           Reported cause:
INFO   | jvm 3    | 2015/10/05 09:21:35 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 3    | 2015/10/05 09:21:35 |           System signals will not be handled correctly.
INFO   | jvm 3    | 2015/10/05 09:21:35 | 
INFO   | jvm 3    | 2015/10/05 09:21:48 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 3    | 2015/10/05 09:21:50 | Web Console server running at http://192.168.154.1:8082 (only local connections)
STATUS | wrapper  | 2015/10/06 01:01:25 | <-- Wrapper Stopped
STATUS | wrapper  | 2015/10/06 15:23:01 | --> Wrapper Started as Service
STATUS | wrapper  | 2015/10/06 15:23:02 | Launching a JVM...
INFO   | wrapper  | 2015/10/06 15:23:18 | Wrapper Process has not received any CPU time for 15 seconds.  Extending timeouts.
ERROR  | wrapper  | 2015/10/06 15:23:50 | Startup failed: Timed out waiting for a signal from the JVM.
ERROR  | wrapper  | 2015/10/06 15:23:50 | JVM did not exit on request, terminated
STATUS | wrapper  | 2015/10/06 15:23:55 | Launching a JVM...
ERROR  | wrapper  | 2015/10/06 15:24:25 | Startup failed: Timed out waiting for a signal from the JVM.
ERROR  | wrapper  | 2015/10/06 15:24:26 | JVM did not exit on request, terminated
STATUS | wrapper  | 2015/10/06 15:24:31 | Launching a JVM...
INFO   | jvm 3    | 2015/10/06 15:24:44 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 3    | 2015/10/06 15:24:44 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 3    | 2015/10/06 15:24:44 | 
INFO   | jvm 3    | 2015/10/06 15:24:44 | 
INFO   | jvm 3    | 2015/10/06 15:24:44 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 3    | 2015/10/06 15:24:44 |           The file is located on the path at the following location but
INFO   | jvm 3    | 2015/10/06 15:24:44 |           could not be loaded:
INFO   | jvm 3    | 2015/10/06 15:24:44 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 3    | 2015/10/06 15:24:44 |           Please verify that the file is readable by the current user
INFO   | jvm 3    | 2015/10/06 15:24:44 |           and that the file has not been corrupted in any way.
INFO   | jvm 3    | 2015/10/06 15:24:44 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 3    | 2015/10/06 15:24:44 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 3    | 2015/10/06 15:24:44 |           This is a 64-bit JVM.
INFO   | jvm 3    | 2015/10/06 15:24:44 |           Reported cause:
INFO   | jvm 3    | 2015/10/06 15:24:44 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 3    | 2015/10/06 15:24:44 |           System signals will not be handled correctly.
INFO   | jvm 3    | 2015/10/06 15:24:44 | 
INFO   | jvm 3    | 2015/10/06 15:24:51 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 3    | 2015/10/06 15:24:52 | Web Console server running at http://192.168.154.1:8082 (only local connections)
STATUS | wrapper  | 2015/10/06 20:07:37 | Machine is shutting down.
ERROR  | wrapper  | 2015/10/06 20:07:59 | Shutdown failed: Timed out waiting for the JVM to terminate.
ERROR  | wrapper  | 2015/10/06 20:08:00 | JVM did not exit on request.
ERROR  | wrapper  | 2015/10/06 20:08:00 |   Attempt to terminate process failed: Access is denied. (0x5)
STATUS | wrapper  | 2015/10/06 20:08:00 | <-- Wrapper Stopped
STATUS | wrapper  | 2015/10/06 20:10:04 | --> Wrapper Started as Service
STATUS | wrapper  | 2015/10/06 20:10:05 | Launching a JVM...
INFO   | jvm 1    | 2015/10/06 20:10:15 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2015/10/06 20:10:15 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2015/10/06 20:10:15 | 
INFO   | jvm 1    | 2015/10/06 20:10:16 | 
INFO   | jvm 1    | 2015/10/06 20:10:16 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2015/10/06 20:10:16 |           The file is located on the path at the following location but
INFO   | jvm 1    | 2015/10/06 20:10:16 |           could not be loaded:
INFO   | jvm 1    | 2015/10/06 20:10:16 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 1    | 2015/10/06 20:10:16 |           Please verify that the file is readable by the current user
INFO   | jvm 1    | 2015/10/06 20:10:16 |           and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2015/10/06 20:10:16 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2015/10/06 20:10:16 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2015/10/06 20:10:16 |           This is a 64-bit JVM.
INFO   | jvm 1    | 2015/10/06 20:10:16 |           Reported cause:
INFO   | jvm 1    | 2015/10/06 20:10:16 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2015/10/06 20:10:16 |           System signals will not be handled correctly.
INFO   | jvm 1    | 2015/10/06 20:10:16 | 
INFO   | jvm 1    | 2015/10/06 20:10:18 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 1    | 2015/10/06 20:10:18 | Web Console server running at http://192.168.154.1:8082 (only local connections)
ERROR  | wrapper  | 2015/10/07 08:54:44 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2015/10/07 08:54:48 | JVM did not exit on request, terminated
STATUS | wrapper  | 2015/10/07 08:54:57 | Launching a JVM...
INFO   | wrapper  | 2015/10/07 08:55:09 | Wrapper Process has not received any CPU time for 15 seconds.  Extending timeouts.
INFO   | jvm 2    | 2015/10/07 08:55:33 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 2    | 2015/10/07 08:55:33 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 2    | 2015/10/07 08:55:33 | 
INFO   | jvm 2    | 2015/10/07 08:55:34 | 
INFO   | jvm 2    | 2015/10/07 08:55:34 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 2    | 2015/10/07 08:55:34 |           The file is located on the path at the following location but
INFO   | jvm 2    | 2015/10/07 08:55:34 |           could not be loaded:
INFO   | jvm 2    | 2015/10/07 08:55:34 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 2    | 2015/10/07 08:55:34 |           Please verify that the file is readable by the current user
INFO   | jvm 2    | 2015/10/07 08:55:34 |           and that the file has not been corrupted in any way.
INFO   | jvm 2    | 2015/10/07 08:55:34 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 2    | 2015/10/07 08:55:34 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 2    | 2015/10/07 08:55:34 |           This is a 64-bit JVM.
INFO   | jvm 2    | 2015/10/07 08:55:34 |           Reported cause:
INFO   | jvm 2    | 2015/10/07 08:55:34 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 2    | 2015/10/07 08:55:34 |           System signals will not be handled correctly.
INFO   | jvm 2    | 2015/10/07 08:55:34 | 
INFO   | jvm 2    | 2015/10/07 08:55:42 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 2    | 2015/10/07 08:55:44 | Web Console server running at http://192.168.154.1:8082 (only local connections)
STATUS | wrapper  | 2015/10/07 20:24:03 | Machine is shutting down.
STATUS | wrapper  | 2015/10/07 20:24:24 | <-- Wrapper Stopped
STATUS | wrapper  | 2015/10/07 20:26:47 | --> Wrapper Started as Service
STATUS | wrapper  | 2015/10/07 20:26:47 | Launching a JVM...
INFO   | jvm 1    | 2015/10/07 20:27:05 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2015/10/07 20:27:05 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2015/10/07 20:27:05 | 
INFO   | jvm 1    | 2015/10/07 20:27:05 | 
INFO   | jvm 1    | 2015/10/07 20:27:05 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2015/10/07 20:27:05 |           The file is located on the path at the following location but
INFO   | jvm 1    | 2015/10/07 20:27:05 |           could not be loaded:
INFO   | jvm 1    | 2015/10/07 20:27:05 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 1    | 2015/10/07 20:27:05 |           Please verify that the file is readable by the current user
INFO   | jvm 1    | 2015/10/07 20:27:05 |           and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2015/10/07 20:27:05 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2015/10/07 20:27:05 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2015/10/07 20:27:05 |           This is a 64-bit JVM.
INFO   | jvm 1    | 2015/10/07 20:27:05 |           Reported cause:
INFO   | jvm 1    | 2015/10/07 20:27:05 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2015/10/07 20:27:05 |           System signals will not be handled correctly.
INFO   | jvm 1    | 2015/10/07 20:27:05 | 
INFO   | jvm 1    | 2015/10/07 20:27:17 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 1    | 2015/10/07 20:27:18 | Web Console server running at http://192.168.154.1:8082 (only local connections)
STATUS | wrapper  | 2015/10/08 11:04:02 | <-- Wrapper Stopped
